	SRR10408671	SRR10408672	SRR10408673	SRR10408674	SRR10408675	SRR10408676	SRR10408683	SRR10408684	SRR10408685	SRR10408686	SRR10408687	SRR10408688
gene:FGSG_00822	3947.20410806859	3608.94644146664	3525.14702501387	4433.36411443681	4135.48837270675	4002.24071507993	720.833646520046	729.507067800457	706.279299624779	921.223708979511	674.63250676369	606.705776655359
gene:FGSG_00823	612.355744200071	475.808667666509	484.923717595352	600.64340184191	503.982562194852	553.074925352895	211.335319093377	193.516709084938	210.488983371119	183.254178667967	163.547274366955	98.0063177674041
gene:FGSG_00824	1327.25910106523	1335.12558250166	1323.01014265992	1082.72062336614	1203.89542384973	1353.05829952405	2195.26610531105	2135.04948115422	2172.09414767908	2218.86140657431	2288.29894718432	2240.14440611209
gene:FGSG_00825	1671.81907961991	1553.41607697912	1510.39157919176	1733.45593859808	1722.03479958938	1605.19539784669	489.020098832349	556.360538619197	554.118588754091	510.140010886503	468.835519851938	583.370939091691
gene:FGSG_00826	580.126494505331	554.264025089697	439.563369847011	746.323553627592	655.7436033951	601.29469300446	196.590994505467	208.794344012696	174.984817501292	198.112625586992	183.990683662825	242.682310662143
gene:FGSG_00827	728.967029459224	712.559246243541	636.124876756486	610.753696287604	699.346589113081	639.638122703295	748.68403740832	726.960795312497	734.175429951072	777.592055428942	654.189097467821	714.04602944823
gene:FGSG_00828	10.5477544455515	20.7675946120203	25.9201987133373	21.1397065682692	13.0242684612153	22.0765201296323	66.3494606455951	68.7493571749122	86.2244028267235	108.961944072845	121.297561822158	116.674187818338
gene:FGSG_00829	77.3501992673774	73.378834295805	78.8406044197342	73.9889729889423	78.7118833090837	77.8487815097562	173.655378479829	188.424164109019	98.9044620659476	173.348547388618	178.539107850593	116.674187818338
gene:FGSG_00831	1734.51961993513	1662.79207526909	1512.01159161134	1632.35299414114	1687.49217454007	1720.22568694319	4302.88539223841	4495.44407749287	4477.32891737001	4531.82631030243	4158.18945077984	4433.61913709685
gene:FGSG_00832	895.387155155702	879.161505242193	897.486880449303	1266.08459990395	1129.71372087498	973.109768871952	552.912172046626	696.405525456981	524.954452503876	524.998457805528	475.649989617228	373.357401018682
gene:FGSG_00833	1923.79321359697	2109.06460837628	2236.1571431652	2393.38243059883	2155.79956660203	2211.71874035553	1970.00559077353	1863.87146118651	1927.36900436206	2005.89033406829	1935.3094133423	1586.7689543294
gene:FGSG_00834	298.853042623958	271.363236263732	268.382057511013	308.363980593666	305.220900025871	304.423593366509	42.5947154761845	98.0314907864488	58.3282725004306	19.8112625586992	74.9591674181878	74.6714802037364
gene:FGSG_00836	3845.2424817616	4538.41167588017	4976.1381488209	4338.69499371804	4403.33528497435	4064.40354807652	6190.97806863466	5996.47170914512	5972.30790167453	6780.40461071479	6866.259735506	6823.10650361642
gene:FGSG_00837	580.126494505331	574.108615496739	546.484189539528	693.014728368478	625.731158680125	661.714642832927	308.811687202338	325.922878458843	346.165617230817	257.546413263089	314.828503156389	284.685018276745
gene:FGSG_00838	124292.394440946	121121.226798327	113852.312831775	106162.687268171	108289.996984504	109241.593134093	63936.3061880405	65799.5004976108	62455.631782798	62365.854534785	59399.0071561251	62966.7256818008
gene:FGSG_00840	95.5157763680494	107.529989880016	105.840811412794	103.860297487584	102.495330064346	109.220678536076	1819.28582831934	1778.57133283986	1856.3606726224	1292.68488195512	1421.49839303945	1554.10018174026
