Strand	Read	Position	nMethylated	nUnmethylated
OT	1	60	55151	9352270
OT	2	60	53915	9247842
OT	1	61	56196	9247822
OT	2	61	53826	9255110
OT	1	62	54602	9239004
OT	2	62	53624	9206564
OT	1	63	55353	9327058
OT	2	63	54852	9212542
OT	1	64	54280	9238504
OT	2	64	53770	9230113
OT	1	65	54332	9194553
OT	2	65	53087	9166906
OT	1	66	54507	9276744
OT	2	66	53863	9173946
OT	1	67	54088	9193028
OT	2	67	55196	9177924
OT	1	68	53590	9165306
OT	2	68	53386	9129895
OT	1	69	54277	9232457
OT	2	69	55509	9117383
OT	1	70	54711	9134224
OT	2	70	54144	9140283
OT	1	71	53495	9120184
OT	2	71	52705	9079099
OT	1	72	53518	9189438
OT	2	72	53898	9081542
OT	1	73	53727	9100155
OT	2	73	54554	9085553
OT	1	74	53292	9060242
OT	2	74	52267	9032206
OT	1	75	53989	9134265
OT	2	75	52831	9041216
OT	1	76	52769	9043066
OT	2	76	52752	9040364
OT	1	77	52761	9004264
OT	2	77	52863	8966031
OT	1	78	52332	9072250
OT	2	78	52347	8971838
OT	1	79	53222	8986051
OT	2	79	52734	8971348
OT	1	80	52626	8957464
OT	2	80	51977	8908119
OT	1	81	52602	9016337
OT	2	81	51794	8902968
OT	1	82	52441	8932369
OT	2	82	52023	8903055
OT	1	83	52729	8889394
OT	2	83	52413	8825700
OT	1	84	52824	8958399
OT	2	84	52234	8816790
OT	1	85	52181	8863905
OT	2	85	52330	8814435
OT	1	86	51903	8827929
OT	2	86	51723	8739148
OT	1	87	52309	8895968
OT	2	87	51540	8725115
OT	1	88	54250	8791149
OT	2	88	52521	8719578
OT	1	89	51875	8763771
OT	2	89	51701	8649507
OT	1	90	52431	8829341
OT	2	90	50968	8643215
OT	1	91	51641	8746419
OT	2	91	51502	8648946
OT	1	92	51435	8702741
OT	2	92	51264	8573576
OT	1	93	54335	8745561
OT	2	93	51132	8573865
OT	1	94	51962	8685104
OT	2	94	51320	8579588
OT	1	95	51300	8651629
OT	2	95	51561	8498249
OT	1	96	51379	8712741
OT	2	96	51082	8510736
OT	1	97	51182	8627963
OT	2	97	51573	8509381
OT	1	98	51230	8590900
OT	2	98	50856	8443765
OT	1	99	51604	8650547
OT	2	99	50919	8449224
OT	1	100	50719	8562323
OT	2	100	51274	8453363
OT	1	101	50683	8534757
OT	2	101	50141	8384927
OT	1	102	50856	8585232
OT	2	102	51566	8381874
OT	1	103	51138	8508699
OT	2	103	51228	8397683
OT	1	104	50583	8471577
OT	2	104	50845	8313080
OT	1	105	53275	8500965
OT	2	105	50670	8321933
OT	1	106	52182	8420438
OT	2	106	51517	8322064
OT	1	107	50261	8401739
OT	2	107	50670	8253850
OT	1	108	53171	8441136
OT	2	108	50514	8252880
OT	1	109	50395	8372333
OT	2	109	50517	8262511
OT	1	110	49984	8344566
OT	2	110	50949	8186353
OT	1	111	50554	8392366
OT	2	111	50699	8183614
OT	1	112	51402	8298345
OT	2	112	51030	8192317
OT	1	113	49917	8273968
OT	2	113	51025	8112939
OT	1	114	50130	8314693
OT	2	114	50753	8101843
OT	1	115	50172	8234838
OT	2	115	50836	8122729
OT	1	116	49669	8196448
OT	2	116	50571	8039642
OT	1	117	50119	8236950
OT	2	117	50469	8027519
OT	1	118	51194	8144625
OT	2	118	50840	8034155
OT	1	119	49549	8122641
OT	2	119	50387	7955456
OT	1	120	49888	8155550
OT	2	120	50778	7932447
OT	1	121	49064	8075187
OT	2	121	51135	7926835
OT	1	122	48935	8033939
OT	2	122	51478	7839224
OT	1	123	49494	8076851
OT	2	123	50000	7820325
OT	1	124	51912	7968255
OT	2	124	52138	7823422
OT	1	125	48919	7945016
OT	2	125	50133	7726958
OT	1	126	49467	7985233
OT	2	126	49921	7705579
OT	1	127	50407	7889309
OT	2	127	50223	7707720
OT	1	128	48732	7854911
OT	2	128	50115	7591646
OT	1	129	49404	7893865
OT	2	129	49094	7515263
OT	1	130	48242	7810023
OT	2	130	50144	7532055
OT	1	131	48159	7768855
OT	2	131	50751	7453913
OT	1	132	50376	7789367
OT	2	132	51089	7433519
OT	1	133	48166	7717418
OT	2	133	52131	7535297
OT	1	134	47857	7675957
OT	2	134	49820	7353867
OT	1	135	50569	7687925
OT	2	135	50679	7271400
OT	1	136	47362	7626120
OT	2	136	49485	7252847
OT	1	137	47451	7576783
OT	2	137	51018	7171140
OT	1	138	48176	7611565
OT	2	138	49830	7194950
OT	1	139	49234	7521158
OT	2	139	50869	7200696
OT	1	140	47225	7489394
OT	2	140	50346	7078122
OT	1	141	47628	7515712
OT	2	141	50822	7050401
OT	1	142	47059	7431758
OT	2	142	52480	7107072
OT	1	143	48922	7374186
OT	2	143	52361	7000528
OT	1	144	48232	7415728
OT	2	144	51233	6649485
OT	1	145	46943	7341756
OT	2	145	56619	7203748
OT	1	146	46780	7293909
OT	2	146	57107	6807510
OT	1	147	47075	7320591
OT	2	147	61925	6922465
OT	1	148	46799	7230801
OT	2	148	68728	7093069
OT	1	149	47949	7159042
OT	2	149	69307	6339930
OT	1	150	45721	7160957
OT	2	150	82485	6836203
OT	1	151	38746	6821795
OT	2	151	125301	6673065
OB	1	1	63221	8798726
OB	2	1	165434	9059046
OB	1	2	58512	8816198
OB	2	2	94356	8588814
OB	1	3	58189	8637875
OB	2	3	79941	7830844
OB	1	4	56808	8856587
OB	2	4	79196	8857086
OB	1	5	56342	8842545
OB	2	5	70763	8494069
OB	1	6	54232	8756829
OB	2	6	63904	8309285
OB	1	7	54260	8853621
OB	2	7	64614	8808157
OB	1	8	54542	8750747
OB	2	8	56312	7984349
OB	1	9	54644	8787405
OB	2	9	59265	8465379
OB	1	10	53161	8824369
OB	2	10	58627	8546688
OB	1	11	53439	8855400
OB	2	11	56771	8423983
OB	1	12	52986	8813538
OB	2	12	56049	8428175
OB	1	13	54566	8845906
OB	2	13	57371	8570656
OB	1	14	53414	8903378
OB	2	14	55916	8515668
OB	1	15	52724	8861478
OB	2	15	56542	8466320
OB	1	16	53119	8894827
OB	2	16	54684	8566227
OB	1	17	55664	8935214
OB	2	17	56319	8535312
OB	1	18	52975	8930186
OB	2	18	55419	8631037
OB	1	19	53426	8984460
OB	2	19	58039	8849279
OB	1	20	54920	9010931
OB	2	20	56433	8668006
OB	1	21	52971	8983925
OB	2	21	56214	8679356
OB	1	22	53072	9012476
OB	2	22	54358	8766813
OB	1	23	53566	9068323
OB	2	23	53717	8718316
OB	1	24	53642	9034965
OB	2	24	54795	8794189
OB	1	25	54503	9080282
OB	2	25	55078	8921559
OB	1	26	53753	9141799
OB	2	26	54196	8885483
OB	1	27	53665	9099908
OB	2	27	54150	8894973
OB	1	28	55828	9129254
OB	2	28	57203	8997162
OB	1	29	53536	9196117
OB	2	29	54068	8963127
OB	1	30	53569	9152758
OB	2	30	56763	8964974
OB	1	31	53821	9200874
OB	2	31	56443	9067582
OB	1	32	54449	9247047
OB	2	32	55111	9037714
OB	1	33	53988	9202196
OB	2	33	54850	9049687
OB	1	34	55168	9233133
OB	2	34	55178	9138857
OB	1	35	54383	9281717
OB	2	35	54721	9084666
OB	1	36	53758	9217211
OB	2	36	54422	9079907
OB	1	37	53807	9252830
OB	2	37	55234	9164222
OB	1	38	54659	9305026
OB	2	38	54545	9095720
OB	1	39	53819	9237170
OB	2	39	55600	9089426
OB	1	40	55180	9254172
OB	2	40	54311	9168726
OB	1	41	54083	9313350
OB	2	41	54353	9111377
OB	1	42	53818	9248929
OB	2	42	54742	9102545
OB	1	43	54466	9279117
OB	2	43	54524	9183715
OB	1	44	56389	9304977
OB	2	44	53648	9117840
OB	1	45	54024	9260563
OB	2	45	53536	9117658
OB	1	46	55618	9275254
OB	2	46	55078	9180732
OB	1	47	56084	9316301
OB	2	47	53361	9130888
OB	1	48	53951	9273411
OB	2	48	54506	9121492
OB	1	49	53851	9301870
OB	2	49	54352	9198762
OB	1	50	53619	9338327
OB	2	50	54254	9130533
OB	1	51	54202	9279801
OB	2	51	53384	9135768
OB	1	52	53818	9300847
OB	2	52	54683	9207996
OB	1	53	53959	9357490
OB	2	53	53638	9156780
OB	1	54	53855	9290239
OB	2	54	53454	9144058
OB	1	55	54265	9318042
OB	2	55	54471	9215327
OB	1	56	54163	9360357
OB	2	56	53661	9163777
OB	1	57	54388	9296868
OB	2	57	54817	9148668
OB	1	58	54216	9328477
OB	2	58	53263	9233016
OB	1	59	56669	9353882
OB	2	59	53375	9182869
OB	1	60	54616	9311738
OB	2	60	53482	9175148
OB	1	61	54366	9336422
OB	2	61	53479	9244211
OB	1	62	54456	9378810
OB	2	62	53631	9195263
OB	1	63	54432	9311501
OB	2	63	53975	9187782
OB	1	64	55852	9329968
OB	2	64	55216	9261186
OB	1	65	54347	9374685
OB	2	65	53699	9213806
OB	1	66	54258	9314298
OB	2	66	53709	9223946
OB	1	67	54525	9333964
OB	2	67	55278	9282428
OB	1	68	54800	9374950
OB	2	68	53343	9233917
OB	1	69	54373	9299279
OB	2	69	54176	9225221
OB	1	70	54546	9322954
OB	2	70	54241	9299580
OB	1	71	55001	9349821
OB	2	71	53868	9235049
OB	1	72	54207	9279195
OB	2	72	54062	9228474
OB	1	73	54985	9293790
OB	2	73	54900	9277762
OB	1	74	54919	9323770
OB	2	74	53775	9221034
OB	1	75	54412	9253799
OB	2	75	54156	9204363
OB	1	76	55061	9264037
OB	2	76	54084	9269187
OB	1	77	55481	9304153
OB	2	77	54044	9200625
OB	1	78	54439	9220702
OB	2	78	53888	9184796
OB	1	79	54569	9235617
OB	2	79	56202	9222493
OB	1	80	55416	9266065
OB	2	80	55619	9154551
OB	1	81	54642	9184978
OB	2	81	53383	9144842
OB	1	82	56118	9187045
OB	2	82	55386	9184292
OB	1	83	54828	9221121
OB	2	83	56942	9100754
OB	1	84	54476	9138902
OB	2	84	53868	9101394
OB	1	85	54596	9153293
OB	2	85	56072	9136797
OB	1	86	54977	9185545
OB	2	86	53585	9081460
OB	1	87	54583	9092046
OB	2	87	53949	9056291
OB	1	88	54939	9105057
OB	2	88	53822	9098271
OB	1	89	55072	9135566
OB	2	89	54029	9016313
OB	1	90	54553	9044893
OB	2	90	53238	8996638
OB	1	91	55536	9044545
OB	2	91	54064	9040983
OB	1	92	55288	9079690
OB	2	92	53513	8967666
OB	1	93	54218	8985219
OB	2	93	55811	8918457
OB	1	94	54584	8987773
OB	2	94	53683	8984278
OB	1	95	56536	9007027
OB	2	95	54692	8896609
OB	1	96	54352	8929413
OB	2	96	53439	8877341
OB	1	97	54178	8934840
OB	2	97	54487	8915842
OB	1	98	54394	8963156
OB	2	98	54693	8841402
OB	1	99	54209	8872095
OB	2	99	52830	8815191
OB	1	100	54706	8866710
OB	2	100	53659	8853282
OB	1	101	54550	8902657
OB	2	101	55727	8757704
OB	1	102	54111	8801895
OB	2	102	52845	8749295
OB	1	103	54101	8800331
OB	2	103	53286	8780834
OB	1	104	54355	8829872
OB	2	104	53289	8704227
OB	1	105	55402	8728424
OB	2	105	52766	8672353
OB	1	106	55728	8722130
OB	2	106	52688	8709377
OB	1	107	54584	8761841
OB	2	107	53362	8625766
OB	1	108	53717	8664861
OB	2	108	53660	8585015
OB	1	109	54089	8661540
OB	2	109	52993	8633664
OB	1	110	54678	8682489
OB	2	110	52302	8557049
OB	1	111	53968	8585876
OB	2	111	52415	8521436
OB	1	112	53970	8581256
OB	2	112	52991	8548769
OB	1	113	54679	8614761
OB	2	113	52062	8468913
OB	1	114	53421	8507013
OB	2	114	51634	8434668
OB	1	115	53704	8500346
OB	2	115	51959	8456603
OB	1	116	54406	8532764
OB	2	116	53604	8370856
OB	1	117	53872	8424488
OB	2	117	53141	8332219
OB	1	118	53557	8421956
OB	2	118	51579	8379881
OB	1	119	54217	8446777
OB	2	119	52008	8302173
OB	1	120	53612	8340274
OB	2	120	52874	8251964
OB	1	121	53398	8334845
OB	2	121	51362	8285445
OB	1	122	53937	8366589
OB	2	122	52589	8196236
OB	1	123	53782	8255740
OB	2	123	50745	8158725
OB	1	124	53769	8243025
OB	2	124	53286	8182128
OB	1	125	54062	8272169
OB	2	125	50964	8113152
OB	1	126	53497	8154991
OB	2	126	52267	8064275
OB	1	127	53745	8139711
OB	2	127	51629	8091274
OB	1	128	54095	8166142
OB	2	128	51039	8012741
OB	1	129	54086	8094666
OB	2	129	51193	7971397
OB	1	130	59242	8090335
OB	2	130	51586	7987922
OB	1	131	54320	8083460
OB	2	131	50753	7914099
OB	1	132	52963	7880392
OB	2	132	52873	7865781
OB	1	133	52824	7803547
OB	2	133	53036	7872925
OB	1	134	54136	7927061
OB	2	134	51491	7794026
OB	1	135	56511	7779584
OB	2	135	50049	7762394
OB	1	136	54010	7818798
OB	2	136	51294	7777254
OB	1	137	54564	7837574
OB	2	137	53615	7671890
OB	1	138	54239	7702884
OB	2	138	50190	7660123
OB	1	139	54856	7703705
OB	2	139	50280	7663382
OB	1	140	56554	7778761
OB	2	140	50177	7579548
OB	1	141	56170	7681345
OB	2	141	49572	7537791
OB	1	142	57034	7627436
OB	2	142	50558	7537774
OB	1	143	58551	7651594
OB	2	143	51283	7454953
OB	1	144	59952	7711008
OB	2	144	51601	7413338
OB	1	145	57039	7015651
OB	2	145	52290	7408964
OB	1	146	65828	7659223
OB	2	146	49535	7335075
OB	1	147	67385	7300783
OB	2	147	49220	7280198
OB	1	148	79634	7185049
OB	2	148	51847	7306333
OB	1	149	81747	6693599
OB	2	149	85034	7185967
OB	1	150	90900	5853430
OB	2	150	80139	7129734
OB	1	151	150664	6639073
OB	2	151	60024	6724148
