Strand	Read	Position	nMethylated	nUnmethylated
OB	1	32	53764	9173001
OB	2	32	55531	9004024
OB	1	33	53053	9118063
OB	2	33	55481	9010812
OB	1	34	55191	9141819
OB	2	34	56184	9096541
OB	1	35	54101	9189708
OB	2	35	55527	9027403
OB	1	36	53497	9123379
OB	2	36	55071	9025848
OB	1	37	53966	9166680
OB	2	37	55911	9110871
OB	1	38	53621	9196472
OB	2	38	55337	9034103
OB	1	39	53849	9143340
OB	2	39	55518	9033712
OB	1	40	54675	9160549
OB	2	40	55190	9114341
OB	1	41	53765	9211082
OB	2	41	54632	9046648
OB	1	42	53506	9141491
OB	2	42	55458	9033824
OB	1	43	53917	9173560
OB	2	43	54791	9119760
OB	1	44	55698	9199470
OB	2	44	54099	9053960
OB	1	45	53634	9148630
OB	2	45	54088	9048259
OB	1	46	55035	9162706
OB	2	46	56038	9119891
OB	1	47	56084	9206150
OB	2	47	53980	9054805
OB	1	48	53488	9154736
OB	2	48	54209	9047798
OB	1	49	53789	9187239
OB	2	49	54613	9129295
OB	1	50	54028	9222479
OB	2	50	54477	9057285
OB	1	51	53682	9159841
OB	2	51	53775	9055916
OB	1	52	53573	9186961
OB	2	52	54542	9129595
OB	1	53	54232	9233360
OB	2	53	53587	9065585
OB	1	54	53629	9162889
OB	2	54	54220	9066351
OB	1	55	54110	9193838
OB	2	55	54615	9129867
OB	1	56	54196	9232272
OB	2	56	53797	9067384
OB	1	57	53667	9164252
OB	2	57	54791	9054307
OB	1	58	54287	9200912
OB	2	58	53886	9144180
OB	1	59	56154	9224495
OB	2	59	53359	9073784
OB	1	60	54053	9174144
OB	2	60	53381	9074775
OB	1	61	53725	9201423
OB	2	61	53604	9149536
OB	1	62	54509	9243126
OB	2	62	53607	9086503
OB	1	63	53932	9161936
OB	2	63	54579	9081120
OB	1	64	55608	9194288
OB	2	64	54874	9146150
OB	1	65	54557	9242134
OB	2	65	53837	9095440
OB	1	66	53908	9167878
OB	2	66	53572	9090291
OB	1	67	54259	9198689
OB	2	67	54951	9157322
OB	1	68	54726	9233634
OB	2	68	53603	9099720
OB	1	69	53818	9153884
OB	2	69	54022	9087599
OB	1	70	54070	9193809
OB	2	70	53690	9173384
OB	1	71	54195	9218885
OB	2	71	53624	9097409
OB	1	72	53929	9143644
OB	2	72	53487	9091925
OB	1	73	54093	9159187
OB	2	73	55077	9145542
OB	1	74	54643	9197917
OB	2	74	53452	9091303
OB	1	75	54006	9122508
OB	2	75	53592	9069747
OB	1	76	54279	9151051
OB	2	76	53944	9149102
OB	1	77	55120	9181526
OB	2	77	53450	9074718
OB	1	78	54416	9094248
OB	2	78	53447	9056687
OB	1	79	54760	9123191
OB	2	79	56045	9110935
OB	1	80	54461	9163575
OB	2	80	54853	9037503
OB	1	81	54581	9073526
OB	2	81	53508	9034406
OB	1	82	55423	9087312
OB	2	82	55284	9084705
OB	1	83	54669	9124773
OB	2	83	57150	8995679
OB	1	84	54293	9041004
OB	2	84	53588	8997763
OB	1	85	54418	9061233
OB	2	85	56481	9038150
OB	1	86	54868	9098851
OB	2	86	53768	8982862
OB	1	87	54608	9001366
OB	2	87	53532	8967749
OB	1	88	54560	9030378
OB	2	88	53836	9018140
OB	1	89	54728	9066000
OB	2	89	53968	8935193
OB	1	90	54017	8972069
OB	2	90	53418	8926248
OB	1	91	56315	8976546
OB	2	91	53963	8972795
OB	1	92	54680	9021368
OB	2	92	53098	8899894
OB	1	93	54185	8924464
OB	2	93	55620	8855932
OB	1	94	54633	8942581
OB	2	94	54121	8930949
OB	1	95	56459	8955949
OB	2	95	54872	8840618
OB	1	96	54413	8877257
OB	2	96	53083	8828942
OB	1	97	54916	8896857
OB	2	97	54463	8873601
OB	1	98	54739	8929791
OB	2	98	55030	8793059
OB	1	99	54399	8832535
OB	2	99	53058	8773095
OB	1	100	54189	8844167
OB	2	100	53099	8822029
OB	1	101	55195	8882022
OB	2	101	55720	8729347
OB	1	102	54453	8773648
OB	2	102	52961	8719802
OB	1	103	54626	8790332
OB	2	103	53598	8768911
OB	1	104	55536	8824888
OB	2	104	53087	8687886
OB	1	105	55568	8714063
OB	2	105	52864	8660825
OB	1	106	55723	8719358
OB	2	106	53366	8701884
OB	1	107	54355	8762262
OB	2	107	53622	8611716
OB	1	108	54137	8661717
OB	2	108	54340	8585932
OB	1	109	54365	8667124
OB	2	109	53221	8640601
OB	1	110	54842	8694659
OB	2	110	52282	8551861
OB	1	111	54392	8599995
OB	2	111	52204	8533033
OB	1	112	54915	8599762
OB	2	112	52785	8567515
OB	1	113	55161	8629192
OB	2	113	52561	8484729
OB	1	114	53856	8531441
OB	2	114	52288	8461163
OB	1	115	54169	8531679
OB	2	115	52721	8490044
OB	1	116	55078	8559459
OB	2	116	53581	8393002
OB	1	117	54399	8449556
OB	2	117	53802	8362642
OB	1	118	54149	8456471
OB	2	118	52834	8413512
OB	1	119	54989	8492785
OB	2	119	52045	8331665
OB	1	120	54114	8367450
OB	2	120	53227	8289019
OB	1	121	54443	8380631
OB	2	121	51814	8328367
OB	1	122	54937	8409981
OB	2	122	53496	8234228
OB	1	123	54473	8294989
OB	2	123	51708	8216424
OB	1	124	54678	8298606
OB	2	124	53043	8237123
OB	1	125	55464	8326723
OB	2	125	51674	8161166
OB	1	126	54727	8208219
OB	2	126	53080	8116151
OB	1	127	54244	8196798
OB	2	127	52129	8153721
OB	1	128	54985	8226275
OB	2	128	51339	8070643
OB	1	129	55259	8144842
OB	2	129	51371	8035163
OB	1	130	60529	8160093
OB	2	130	51775	8054155
OB	1	131	54813	8146678
OB	2	131	50751	7975589
OB	1	132	54680	7924881
OB	2	132	53268	7931850
OB	1	133	53723	7868212
OB	2	133	53506	7941575
OB	1	134	56092	7992095
OB	2	134	52003	7857276
OB	1	135	57698	7841740
OB	2	135	50785	7832900
OB	1	136	54784	7882731
OB	2	136	51475	7856596
OB	1	137	55933	7906010
OB	2	137	54280	7741278
OB	1	138	55759	7764006
OB	2	138	50650	7727565
OB	1	139	55772	7771780
OB	2	139	51952	7736516
OB	1	140	57759	7843769
OB	2	140	50521	7653110
OB	1	141	57387	7740952
OB	2	141	50688	7619636
OB	1	142	58936	7693748
OB	2	142	51845	7617368
OB	1	143	60345	7709604
OB	2	143	52850	7527199
OB	1	144	61654	7759525
OB	2	144	52052	7484875
OB	1	145	58034	7057442
OB	2	145	53485	7487130
OB	1	146	68296	7813537
OB	2	146	49726	7401694
OB	1	147	69761	7480496
OB	2	147	50827	7354492
OB	1	148	78337	7221633
OB	2	148	52048	7379517
OB	1	149	77704	6528436
OB	2	149	84949	7253420
OB	1	150	83655	5491638
OB	2	150	79856	7191234
OB	1	151	150346	6965383
OB	2	151	59675	6789363
